name,record,weight_class,nick_name
Jose Ochoa,8-1-0 (W-L-D),Flyweight,"""Kalzifer"""
Christian Ocon,4-0-0 (W-L-D),Bantamweight,"""The Don"""
Richard Odoms,8-1-0 (W-L-D),Heavyweight,
Volkan Oezdemir,20-8-0 (W-L-D),Light Heavyweight,"""No Time"""
Kaan Ofli,12-4-1 (W-L-D),Featherweight,"""Genghis"""
Trey Ogden,18-7-0 (W-L-D),Lightweight,"""Shamurai"""
Andy Ogle,9-6-0 (W-L-D),Featherweight,"""The Little Axe"""
Ho Taek Oh,0-0-0 (W-L-D),Lightweight,
Koji Oishi,11-4-4 (W-L-D),Welterweight,
Yushin Okami,34-13-0 (W-L-D),Welterweight,"""Thunder"""
JJ Okanovich,0-0-0 (W-L-D),Lightweight,"""The Bosnian Bomber"""
Bolaji Oki,10-2-0 (W-L-D),Lightweight,"""Zulu Warrior"""
Aleksei Oleinik,60-17-1 (W-L-D),Heavyweight,"""The Boa Constrictor"""
Michal Oleksiejczuk,20-9-0 (W-L-D),Middleweight,"""Hussar"""
Maria Oliveira,13-7-0 (W-L-D),Women's Strawweight,"""Spider Girl"""
Alex Oliveira,22-12-1 (W-L-D),Welterweight,"""Cowboy"""
Wendell Oliveira,24-9-0 (W-L-D),Welterweight,
Charles Oliveira,35-11-0 (W-L-D),Lightweight,"""Do Bronxs"""
Rafaello Oliveira,15-7-0 (W-L-D),Lightweight,"""Tractor"""
Ednaldo Oliveira,13-2-1 (W-L-D),Light Heavyweight,"""Lula"""
Bruno Oliveira,0-1-0 (W-L-D),Light Heavyweight,
Saimon Oliveira,18-6-0 (W-L-D),Bantamweight,
Vinicius Oliveira,22-3-0 (W-L-D),Bantamweight,"""LokDog"""
Ravena Oliveira,10-2-0 (W-L-D),Women's Bantamweight,"""Kenoudy"""
Felipe Olivieri,14-5-0 (W-L-D),Lightweight,
Cameron Olson,8-3-0 (W-L-D),Light Heavyweight,"""Cap'n Crunch"""
Gadzhi Omargadzhiev,13-2-0 (W-L-D),Welterweight,
Alan Omer,18-5-0 (W-L-D),Featherweight,
Daniel Omielanczuk,19-8-1 (W-L-D),Heavyweight,
Michihiro Omigawa,13-12-1 (W-L-D),Featherweight,"""Micci"""
David Onama,14-2-0 (W-L-D),Featherweight,
Charlie Ontiveros,11-9-0 (W-L-D),Lightweight,"""The American Bad Boy"""
Chibwikem Onyenegecha,6-0-0 (W-L-D),Middleweight,
Myktybek Orolbai,14-2-1 (W-L-D),Lightweight,
Brian Ortega,16-4-0 (W-L-D),Featherweight,"""T-City"""
Dustin Ortiz,19-8-0 (W-L-D),Flyweight,
Tito Ortiz,0-0-0 (W-L-D),Light Heavyweight,"""The Huntington Beach Bad Boy"""
Ode Osbourne,13-8-0 (W-L-D),Flyweight,"""The Jamaican Sensation"""
Nick Osipczak,5-4-0 (W-L-D),Welterweight,"""Slick"""
Nissen Osterneck,5-2-0 (W-L-D),Middleweight,
Rachael Ostovich,4-6-0 (W-L-D),Women's Flyweight,
Zak Ottow,17-7-0 (W-L-D),Welterweight,"""The Barbarian"""
Sidney Outlaw,9-4-0 (W-L-D),Welterweight,
Alistair Overeem,47-19-0 (W-L-D),Heavyweight,"""The Demolition Man"""
Alptekin Ozkilic,9-3-0 (W-L-D),Flyweight,"""The Turkish Delight"""
Nick Pace,6-3-0 (W-L-D),Bantamweight,
Larissa Pacheco,10-2-0 (W-L-D),Women's Bantamweight,
Angel Pacheco,7-3-0 (W-L-D),Bantamweight,
Teemu Packalen,8-3-0 (W-L-D),Lightweight,"""Pacu"""
Chris Padilla,16-6-0 (W-L-D),Lightweight,"""Taco"""
Fernando Padilla,16-6-0 (W-L-D),Featherweight,"""El Valiente"""
Michael Page,23-3-0 (W-L-D),Welterweight,"""Venom"""
Dustin Pague,11-10-0 (W-L-D),Bantamweight,"""The Disciple"""
Raulian Paiva,21-5-0 (W-L-D),Bantamweight,
Dinis Paiva,13-8-0 (W-L-D),Featherweight,
Fredson Paixao,10-4-0 (W-L-D),Featherweight,"""Freddy Passion"""
Luis Pajuelo,8-2-0 (W-L-D),Featherweight,"""Corazon de Leon"""
Rick Palacios,10-1-0 (W-L-D),Featherweight,"""El Gallero"""
Bart Palaszewski,35-17-0 (W-L-D),Featherweight,"""Bartimus"""
Sasha Palatnikov,6-4-0 (W-L-D),Welterweight,
Soa Palelei,22-5-0 (W-L-D),Heavyweight,"""The Hulk"""
Tulio Palhares,0-0-0 (W-L-D),Middleweight,
Rousimar Palhares,24-5-0 (W-L-D),Welterweight,"""Toquinho"""
Alexandre Pantoja,30-5-0 (W-L-D),Flyweight,"""The Cannibal"""
Jared Papazian,14-9-0 (W-L-D),Flyweight,"""The Jackhammer"""
Kathryn Paprocki,0-1-0 (W-L-D),Women's Strawweight,
Joe Pardo,0-0-0 (W-L-D),Heavyweight,
Remco Pardoel,0-0-0 (W-L-D),N/A,
Josh Parisian,15-8-0 (W-L-D),Heavyweight,
Karo Parisyan,26-6-0 (W-L-D),Welterweight,"""The Heat"""
JunYong Park,19-6-0 (W-L-D),Middleweight,"""The Iron Turtle"""
HyunSung Park,10-0-0 (W-L-D),Flyweight,"""Peace of Mind"""
Jae Hyun Park,1-1-0 (W-L-D),Lightweight,
Harvey Park,0-0-0 (W-L-D),Lightweight,
Norman Parke,22-5-1 (W-L-D),Lightweight,"""Stormin"""
Ryan Parker,0-0-0 (W-L-D),N/A,
Mick Parkin,10-1-0 (W-L-D),Heavyweight,
Preston Parsons,11-6-0 (W-L-D),Welterweight,"""Pressure"""
Jonny Parsons,9-3-0 (W-L-D),Welterweight,"""The Sluggernaut"""
Onassis Parungao,0-0-0 (W-L-D),N/A,
Ramona Pascual,6-5-0 (W-L-D),Women's Bantamweight,
Billy Pasulatan,0-1-0 (W-L-D),Flyweight,
Jhonoven Pati,0-1-0 (W-L-D),Middleweight,
Wendri Patilima,0-1-0 (W-L-D),Lightweight,
Jorge Patino,0-0-0 (W-L-D),Lightweight,
Alan Patrick,15-4-0 (W-L-D),Lightweight,"""Nuguette"""
Claude Patrick,14-2-0 (W-L-D),Welterweight,"""The Prince"""
Michael Patt,15-4-0 (W-L-D),Light Heavyweight,
Sam Patterson,13-2-1 (W-L-D),Welterweight,
Zac Pauga,7-3-0 (W-L-D),Light Heavyweight,"""The Ripper"""
Julio Paulino,18-4-0 (W-L-D),Welterweight,"""The Dominican Demon"""
Thomas Paull,0-1-0 (W-L-D),Lightweight,
Sergei Pavlovich,19-3-0 (W-L-D),Heavyweight,
Pawel Pawlak,11-2-0 (W-L-D),Welterweight,
Estevan Payan,14-6-0 (W-L-D),Featherweight,"""El Terrible"""
Roland Payne,0-0-0 (W-L-D),N/A,
Jonathan Pearce,14-7-0 (W-L-D),Featherweight,"""JSP"""
Ross Pearson,22-16-0 (W-L-D),Lightweight,"""The Real Deal"""
Andre Pederneiras,0-0-0 (W-L-D),Lightweight,
Carlo Pedersoli,11-3-0 (W-L-D),Welterweight,"""Semento"""
Tyson Pedro,10-5-0 (W-L-D),Light Heavyweight,
Trevor Peek,9-3-0 (W-L-D),Lightweight,
Filip Pejic,10-2-0 (W-L-D),Bantamweight,"""Nitro"""
Kurt Pellegrino,21-6-0 (W-L-D),Lightweight,"""Batman"""
Julianna Peña,13-6-0 (W-L-D),Women's Bantamweight,"""The Venezuelan Vixen"""
Luis Pena,9-3-0 (W-L-D),Lightweight,"""Violent Bob Ross"""
Matěj Peňáz,0-1-0 (W-L-D),Middleweight,
Sherman Pendergarst,8-3-0 (W-L-D),Heavyweight,"""The Tank"""
Cathal Pendred,17-5-1 (W-L-D),Welterweight,
Feng Pengchao,0-0-0 (W-L-D),Featherweight,
BJ Penn,16-14-2 (W-L-D),Lightweight,"""The Prodigy """
Jessica Penne,14-9-0 (W-L-D),Women's Strawweight,
Nick Penner,12-3-0 (W-L-D),Light Heavyweight,"""The Quiet Assassin"""
Tecia Pennington,15-7-0 (W-L-D),Women's Strawweight,"""Tiny Tornado"""
Raquel Pennington,16-10-0 (W-L-D),Women's Bantamweight,"""Rocky"""
Robbie Peralta,18-6-0 (W-L-D),Featherweight,"""Problems"""
Michel Pereira,31-13-0 (W-L-D),Middleweight,"""Demolidor"""
Viviane Pereira,13-1-0 (W-L-D),Women's Strawweight,"""Sucuri"""
Alberto Pereira,9-2-0 (W-L-D),Middleweight,"""Uda"""
Daniel Pereira,0-0-0 (W-L-D),Middleweight,
Alex Pereira,12-3-0 (W-L-D),Light Heavyweight,"""Poatan"""
Frankie Perez,10-4-0 (W-L-D),Lightweight,
Alejandro Pérez,23-9-1 (W-L-D),Featherweight,"""Turbo"""
Alex Perez,25-9-0 (W-L-D),Flyweight,
Erik Perez,16-6-0 (W-L-D),Bantamweight,"""Goyito"""
Markus Perez,12-5-0 (W-L-D),Middleweight,"""Maluko"""
Ailin Perez,12-2-0 (W-L-D),Women's Bantamweight,"""Fiona"""
Anthony Perosh,15-10-0 (W-L-D),Light Heavyweight,"""The Hippo"""
Hernani Perpetuo,17-5-0 (W-L-D),Welterweight,
Thiago Perpétuo,9-4-1 (W-L-D),Welterweight,"""Bodão"""
Jay Perrin,10-7-0 (W-L-D),Bantamweight,"""The Joker"""
Mike Perry,14-8-0 (W-L-D),Welterweight,"""Platinum"""
Raphael Pessoa Nunes,10-2-0 (W-L-D),Heavyweight,"""Bebezao"""
Viktor Pesta,10-4-0 (W-L-D),Heavyweight,
Tony Peterra,0-0-0 (W-L-D),Middleweight,
Emily Peters Kagan,3-3-0 (W-L-D),Women's Strawweight,
Thomas Petersen,10-3-0 (W-L-D),Heavyweight,"""The Train"""
Steven Peterson,19-11-0 (W-L-D),Featherweight,"""Ocho"""
Vitor Petrino,11-2-0 (W-L-D),Heavyweight,
Andre Petroski,13-5-0 (W-L-D),Middleweight,
Armen Petrosyan,9-5-0 (W-L-D),Middleweight,"""Superman"""
Ivana Petrovic,7-3-0 (W-L-D),Women's Flyweight,
Seth Petruzelli,14-7-0 (W-L-D),Light Heavyweight,"""The Silverback"""
Peter Petties,5-3-0 (W-L-D),Featherweight,"""The Joker"""
Sergio Pettis,18-5-0 (W-L-D),Bantamweight,
Anthony Pettis,24-10-0 (W-L-D),Welterweight,"""Showtime"""
Forrest Petz,24-9-0 (W-L-D),Welterweight,"""The Meat Cleaver"""
Cody Pfister,12-6-1 (W-L-D),Lightweight,"""The Fist"""
Nam Phan,18-14-0 (W-L-D),Bantamweight,
Costas Philippou,13-5-0 (W-L-D),Middleweight,
Elizabeth Phillips,5-4-0 (W-L-D),Women's Bantamweight,
Aaron Phillips,12-5-0 (W-L-D),Bantamweight,"""The Dragon"""
John Phillips,22-11-0 (W-L-D),Middleweight,"""The Welsh Wrecking Machine"""
Kyler Phillips,12-3-0 (W-L-D),Bantamweight,"""The Matrix"""
Vinc Pichel,14-5-0 (W-L-D),Lightweight,"""From Hell"""
Jamie Pickett,13-11-0 (W-L-D),Middleweight,"""The Night Wolf"""
Brad Pickett,26-14-0 (W-L-D),Bantamweight,"""One Punch"""
Aaron Pico,0-0-0 (W-L-D),Featherweight,
Fabiola Pidroni,0-0-0 (W-L-D),Women's Strawweight,
Oskar Piechota,11-3-1 (W-L-D),Middleweight,"""Imadlo"""
Mike Pierce,17-7-0 (W-L-D),Welterweight,
Joao Pierini,0-0-0 (W-L-D),Welterweight,"""The Tazmanian Devil"""
Sean Pierson,14-6-0 (W-L-D),Welterweight,"""The Punisher"""
Domingo Pilarte,8-3-0 (W-L-D),Bantamweight,"""Son of Fire"""
Paddy Pimblett,23-3-0 (W-L-D),Lightweight,"""The Baddy"""
Daniel Pineda,28-17-0 (W-L-D),Featherweight,"""The Pit"""
Jesus Pinedo,16-5-1 (W-L-D),Lightweight,"""El Mudo"""
Luana Pinheiro,11-5-0 (W-L-D),Women's Strawweight,
Mario Pinto,10-0-0 (W-L-D),Heavyweight,
Gaetano Pirrello,15-7-1 (W-L-D),Bantamweight,"""El Tigre"""
Maki Pitolo,13-9-0 (W-L-D),Middleweight,"""Coconut Bombz"""
Dmitry Poberezhets,24-5-1 (W-L-D),Heavyweight,
Jamal Pogues,11-5-0 (W-L-D),Heavyweight,
Ross Pointon,4-9-0 (W-L-D),Welterweight,"""The Gladiator"""
Dustin Poirier,30-9-0 (W-L-D),Lightweight,"""The Diamond"""
Igor Pokrajac,25-13-0 (W-L-D),Light Heavyweight,"""The Duke"""
John Polakowski,2-2-0 (W-L-D),Lightweight,"""Buckets of Blood"""
Julia Polastri,13-5-0 (W-L-D),Women's Strawweight,"""Psycho"""
Santiago Ponzinibbio,31-9-0 (W-L-D),Welterweight,"""Argentine Dagger"""
Grigory Popov,13-3-0 (W-L-D),Bantamweight,
Alexander Poppeck,0-0-0 (W-L-D),Light Heavyweight,
Parker Porter,14-9-0 (W-L-D),Heavyweight,
Ihor Potieria,20-8-0 (W-L-D),Middleweight,"""The Duelist"""
Callan Potter,18-9-0 (W-L-D),Welterweight,"""The Rockstar"""
Dylan Potter,0-1-0 (W-L-D),Heavyweight,
Ruan Potts,8-4-0 (W-L-D),Heavyweight,"""Fangzz"""
Devin Powell,9-4-0 (W-L-D),Lightweight,
Marcin Prachnio,17-8-0 (W-L-D),Light Heavyweight,
Francisco Prado,12-3-0 (W-L-D),Welterweight,
Wagner Prado,8-2-0 (W-L-D),Light Heavyweight,"""Caldeirao"""
Trevor Prangley,11-4-0 (W-L-D),Middleweight,
Ricardo Prasel,9-2-0 (W-L-D),Heavyweight,"""Alemao"""
Rana Rudra Pratap Singh,0-1-0 (W-L-D),Bantamweight,
Carlo Prater,30-12-1 (W-L-D),Lightweight,"""Neo"""
Carlos Prates,21-7-0 (W-L-D),Welterweight,"""The Nightmare"""
Michel Prazeres,26-4-0 (W-L-D),Welterweight,"""Tractor"""
Kyle Prepolec,18-9-0 (W-L-D),Lightweight,"""Killshot"""
Niko Price,16-9-0 (W-L-D),Welterweight,"""The Hybrid"""
Dorian Price,8-3-0 (W-L-D),Welterweight,
Chris Price,8-2-0 (W-L-D),Middleweight,"""The Exorcist"""
Shane Primm,1-1-0 (W-L-D),Light Heavyweight,
Jiří Procházka,31-5-1 (W-L-D),Light Heavyweight,
Lara Procopio,7-2-0 (W-L-D),Women's Flyweight,
Joe Proctor,11-5-0 (W-L-D),Welterweight,
Lucie Pudilova,14-10-0 (W-L-D),Women's Flyweight,
Claudio Puelles,13-4-0 (W-L-D),Lightweight,"""Prince of Peru"""
Juan Puerta,1-0-0 (W-L-D),Flyweight,
Juan Puig,11-4-0 (W-L-D),Featherweight,"""Fenix"""
Jens Pulver,22-13-1 (W-L-D),Lightweight,"""Lil' Evil"""
Andrey Pulyaev,9-3-0 (W-L-D),Middleweight,
CM Punk,0-1-0 (W-L-D),Welterweight,
Joe Pyfer,14-3-0 (W-L-D),Middleweight,"""Bodybagz"""
Mike Pyle,27-14-1 (W-L-D),Welterweight,"""Quicksand"""
Billy Quarantillo,18-7-0 (W-L-D),Featherweight,
Nate Quarry,18-4-0 (W-L-D),Middleweight,"""Rock"""
Vinicius Queiroz,5-2-0 (W-L-D),Heavyweight,"""Spartan"""
Jimmy Quinlan,3-1-0 (W-L-D),Middleweight,"""Crash"""
Josh Quinlan,6-3-0 (W-L-D),Welterweight,"""Bushido"""
Michel Quinones,8-3-0 (W-L-D),Lightweight,"""Capo"""
Landon Quinones,7-3-1 (W-L-D),Lightweight,"""The Lone Wolf"""
Jose Quinonez,9-5-0 (W-L-D),Bantamweight,"""El Teco"""
Cristian Quiñonez,18-5-0 (W-L-D),Bantamweight,"""Problema"""
Benji Radach,0-0-0 (W-L-D),Middleweight,"""Razor"""
Jordan Radev,16-3-0 (W-L-D),Middleweight,
Charles Radtke,10-5-0 (W-L-D),Welterweight,"""Chuck Buffalo"""
Loik Radzhabov,18-6-1 (W-L-D),Lightweight,"""The Tajik Tank"""
Josh Raferty,0-0-0 (W-L-D),Welterweight,
Ricky Rainey,13-6-0 (W-L-D),Welterweight,"""The Sniper"""
Shavkat Rakhmonov,19-0-0 (W-L-D),Welterweight,"""Nomad"""
Aleksandar Rakić,14-5-0 (W-L-D),Light Heavyweight,"""Rocket"""
Jessica Rakoczy,1-4-0 (W-L-D),Women's Strawweight,"""Ragin"""
Zygimantas Ramaska,9-3-0 (W-L-D),Featherweight,
Hector Ramirez,6-2-1 (W-L-D),Light Heavyweight,"""Sick Dog"""
Thomas Ramirez,0-0-0 (W-L-D),N/A,
Mitch Ramirez,8-2-0 (W-L-D),Lightweight,
Davi Ramos,10-4-0 (W-L-D),Lightweight,"""Tasmanian Devil"""
Ricardo Ramos,17-7-0 (W-L-D),Featherweight,
Vernon Ramos,3-1-0 (W-L-D),Welterweight,
Luis Ramos,19-8-0 (W-L-D),Welterweight,"""Beicao"""
Kevin Randleman,10-5-0 (W-L-D),Light Heavyweight,"""The Monster"""
Mitch Raposo,9-3-0 (W-L-D),Flyweight,
Bec Rawlings,7-8-0 (W-L-D),Women's Flyweight,"""Rowdy"""
Stevie Ray,23-9-0 (W-L-D),Lightweight,"""Braveheart"""
Gideon Ray,8-3-0 (W-L-D),Middleweight,"""The Gladiator"""
Mateusz Rębecki,20-2-0 (W-L-D),Lightweight,
Greg Rebello,24-8-0 (W-L-D),Heavyweight,"""Ribz"""
Paul Redmond,10-5-0 (W-L-D),Featherweight,"""Redser"""
Karl Reed,2-1-0 (W-L-D),Light Heavyweight,"""No Worries"""
Elise Reed,8-5-0 (W-L-D),Women's Strawweight,
Johnny Rees,10-2-0 (W-L-D),Welterweight,"""The Hater Hurter"""
Zachary Reese,9-2-0 (W-L-D),Middleweight,"""Savage"""
Steve Regman,9-3-0 (W-L-D),Middleweight,"""""The Predator"""""
Chad Reiner,13-2-0 (W-L-D),Welterweight,"""The Grinder"""
Jason Reinhardt,20-3-0 (W-L-D),Bantamweight,
Wilson Reis,23-10-0 (W-L-D),Flyweight,
Leigh Remedios,11-3-1 (W-L-D),Lightweight,"""The British Brawler"""
Paulo Renato Jr.,0-2-0 (W-L-D),Light Heavyweight,
Chance Rencountre,14-4-0 (W-L-D),Welterweight,"""Black Eagle"""
Marion Reneau,9-8-1 (W-L-D),Women's Bantamweight,"""The Belizean Bruiser"""
Solomon Renfro,0-1-0 (W-L-D),Welterweight,"""The Black Dragon/King"""
Jon Delos Reyes,8-5-0 (W-L-D),Flyweight,"""The Heat"""
Marco Polo Reyes,8-8-0 (W-L-D),Lightweight,"""El Toro"""
Dominick Reyes,15-4-0 (W-L-D),Light Heavyweight,"""The Devastator"""
Alex Reyes,13-5-0 (W-L-D),Lightweight,"""The Executioner"""
Kyle Reyes,0-0-0 (W-L-D),Featherweight,
Victor Reyna,11-5-0 (W-L-D),Welterweight,
Mike Rhodes,6-4-0 (W-L-D),Welterweight,"""Biggie"""
Johnny Rhodes,0-0-0 (W-L-D),N/A,
Lucrezia Ria,0-0-0 (W-L-D),Women's Flyweight,
Amanda Ribas,12-6-0 (W-L-D),Women's Strawweight,
Brendson Ribeiro,17-8-0 (W-L-D),Light Heavyweight,"""The Gorilla"""
Claudio Ribeiro,11-5-0 (W-L-D),Middleweight,
Esteban Ribovics,14-2-0 (W-L-D),Lightweight,"""El Gringo"""
Alessandro Ricci,10-5-0 (W-L-D),Lightweight,
Mike Ricci,9-4-0 (W-L-D),Lightweight,"""The Martian"""
Tabatha Ricci,11-3-0 (W-L-D),Women's Strawweight,"""Baby Shark"""
Brad Riddell,10-4-0 (W-L-D),Lightweight,"""Quake"""
Matthew Riddle,7-3-0 (W-L-D),Welterweight,"""Deep Waters"""
Joe Riggs,41-17-0 (W-L-D),Middleweight,"""Diesel"""
Aaron Riley,29-14-1 (W-L-D),Lightweight,
Jordan Rinaldi,14-7-0 (W-L-D),Lightweight,
Nick Ring,13-3-0 (W-L-D),Middleweight,"""The Promise"""
Robbie Ring,0-1-0 (W-L-D),Featherweight,
Mike Rio,9-4-0 (W-L-D),Lightweight,"""The Wolverine"""
Diego Rivas,7-2-0 (W-L-D),Bantamweight,"""Pitbull"""
Jimmie Rivera,23-5-0 (W-L-D),Bantamweight,"""El Terror"""
Francisco Rivera,11-7-0 (W-L-D),Bantamweight,"""Cisco"""
Jorge Rivera,19-9-0 (W-L-D),Middleweight,"""El Conquistador"""
Dante Rivera,10-3-0 (W-L-D),Middleweight,
Jerome Rivera,10-6-0 (W-L-D),Flyweight,"""Renegade"""
Irwin Rivera,10-6-0 (W-L-D),Bantamweight,"""The Beast"""
Pedro Rizzo,13-5-0 (W-L-D),Heavyweight,"""The Rock"""
Theo Rlayang,0-1-0 (W-L-D),Featherweight,
Kali Robbins,6-2-0 (W-L-D),Women's Strawweight,"""Pop Tart"""
Karl Roberson,9-6-0 (W-L-D),Light Heavyweight,"""Baby K"""
Roosevelt Roberts,12-6-0 (W-L-D),Lightweight,"""The Predator"""
Danny Roberts,18-8-0 (W-L-D),Welterweight,"""Hot Chocolate"""
Daniel Roberts,12-4-0 (W-L-D),Welterweight,"""Ninja"""
Tyrone Roberts,0-0-0 (W-L-D),Middleweight,
Andre Roberts,0-0-0 (W-L-D),Heavyweight,
Buddy Roberts,12-3-0 (W-L-D),Middleweight,
Keifer Roberts,0-0-0 (W-L-D),Heavyweight,"""Keif"""
Joey Roberts,0-0-0 (W-L-D),Heavyweight,
Gillian Robertson,16-8-0 (W-L-D),Women's Strawweight,"""The Savage"""
Kenny Robertson,15-5-0 (W-L-D),Welterweight,
Alvin Robinson,10-4-0 (W-L-D),Lightweight,"""Kid"""
Colin Robinson,9-4-0 (W-L-D),Heavyweight,"""Big C"""
Mark David Robinson,1-0-0 (W-L-D),Heavyweight,"""White Rhino"""
Vagner Rocha,11-4-0 (W-L-D),Lightweight,"""Ceara"""
Carlos Eduardo Rocha,9-2-0 (W-L-D),Welterweight,"""Ta Danado"""
Lucas Rocha,17-2-0 (W-L-D),Flyweight,"""Fenomeno"""
Keith Rockel,10-4-1 (W-L-D),Middleweight,"""Rock"""
Luke Rockhold,16-6-0 (W-L-D),Middleweight,
Gregory Rodrigues,17-6-0 (W-L-D),Middleweight,"""Robocop"""
Kleydson Rodrigues,8-4-0 (W-L-D),Bantamweight,"""KR"""
Daniel Rodriguez,19-5-0 (W-L-D),Welterweight,"""D-Rod"""
Yair Rodriguez,21-5-0 (W-L-D),Featherweight,"""El Pantera"""
Mike Rodriguez,11-7-0 (W-L-D),Light Heavyweight,"""Slo"""
Paul Rodriguez,0-0-0 (W-L-D),Lightweight,
Ricco Rodriguez,10-4-0 (W-L-D),Heavyweight,
Manuel Rodriguez,10-4-0 (W-L-D),Welterweight,"""Chalate"""
Ronaldo Rodriguez,17-3-0 (W-L-D),Flyweight,"""Lazy Boy """
Ray Rodriguez,16-8-0 (W-L-D),Bantamweight,"""The Judge"""
Pete Rodriguez,5-2-0 (W-L-D),Welterweight,"""Dead Game"""
Drako Rodriguez,7-3-0 (W-L-D),Bantamweight,
Christian Rodriguez,12-3-0 (W-L-D),Featherweight,
Victor Rodriguez,7-4-0 (W-L-D),Flyweight,"""Vicious"""
Piera Rodriguez,10-2-0 (W-L-D),Women's Strawweight,"""La Fiera"""
Marina Rodriguez,17-6-2 (W-L-D),Women's Strawweight,
Nick Roehrick,7-1-0 (W-L-D),Light Heavyweight,
Saul Rogers,0-0-0 (W-L-D),Lightweight,
Max Rohskopf,0-1-0 (W-L-D),Lightweight,"""Rated R"""
Marcelo Rojo,16-10-0 (W-L-D),Featherweight,"""Pitbull"""
Shane Roller,11-7-0 (W-L-D),Lightweight,
Jared Rollins,9-4-0 (W-L-D),Welterweight,"""J-ROC"""
Alexandr Romanov,18-3-0 (W-L-D),Heavyweight,"""King Kong"""
Ricardo Romero,11-3-0 (W-L-D),Light Heavyweight,
Yoel Romero,13-5-0 (W-L-D),Middleweight,"""Soldier of God"""
Roberto Romero,8-5-1 (W-L-D),Featherweight,"""El Charro Negro"""
Kaleio Romero,0-1-0 (W-L-D),Featherweight,
Anthony Romero,1-0-0 (W-L-D),Lightweight,
Mara Romero Borella,12-9-0 (W-L-D),Flyweight,"""Maravilha"""
Cortavious Romious,9-4-0 (W-L-D),Bantamweight,
Juancamilo Ronderos,4-2-0 (W-L-D),Flyweight,"""100"""
Rongzhu,26-6-0 (W-L-D),Lightweight,
Jesse Ronson,21-12-0 (W-L-D),Lightweight,"""The Body Snatcher"""
George Roop,15-13-1 (W-L-D),Bantamweight,
Joao Roque,0-0-0 (W-L-D),Lightweight,
Marcos Rosa,6-6-0 (W-L-D),Lightweight,"""Dhalsim"""
Charles Rosa,14-8-0 (W-L-D),Featherweight,"""Boston Strong"""
Aaron Rosa,17-5-0 (W-L-D),Light Heavyweight,
Karol Rosa,18-7-0 (W-L-D),Women's Bantamweight,
Jacob Rosales,11-5-0 (W-L-D),Lightweight,"""Lil' Badger"""
Raul Rosas Jr.,11-1-0 (W-L-D),Bantamweight,"""El Nino Problema"""
Hilarie Rose,4-2-0 (W-L-D),Women's Strawweight,
Jared Rosholt,14-3-0 (W-L-D),Heavyweight,
Jake Rosholt,6-2-0 (W-L-D),Middleweight,
Kevin Rosier,1-2-0 (W-L-D),N/A,
Shannon Ross,13-9-0 (W-L-D),Flyweight,"""The Turkish Delight"""
Kristian Rothaermel,40-4-0 (W-L-D),Light Heavyweight,"""Weather Underground"""
Ben Rothwell,39-14-0 (W-L-D),Heavyweight,
Khalil Rountree Jr.,15-6-0 (W-L-D),Light Heavyweight,
Ronda Rousey,12-2-0 (W-L-D),Women's Bantamweight,"""Rowdy"""
Phil Rowe,11-5-0 (W-L-D),Welterweight,"""The Fresh Prince"""
Cam Rowston,0-1-0 (W-L-D),Middleweight,
Brandon Royval,17-8-0 (W-L-D),Flyweight,"""Raw Dawg"""
Jairzinho Rozenstruik,15-6-0 (W-L-D),Heavyweight,"""Bigi Boy"""
Mauricio Rua,27-14-1 (W-L-D),Light Heavyweight,"""Shogun"""
Rodrigo Ruas,0-0-0 (W-L-D),Middleweight,
Marco Ruas,0-0-0 (W-L-D),Heavyweight,
Rodolfo Rubio,12-8-0 (W-L-D),Featherweight,"""Fito"""
Gabe Ruediger,17-7-0 (W-L-D),Lightweight,"""Godzilla"""
Mauricio Ruffy,12-1-0 (W-L-D),Lightweight,
Eddie Ruiz,7-2-0 (W-L-D),Lightweight,
Montserrat Ruiz,10-4-0 (W-L-D),Women's Strawweight,
Mike Russow,15-3-0 (W-L-D),Heavyweight,
Bas Rutten,0-0-0 (W-L-D),Heavyweight,
Mashrabjon Ruzibaev,20-4-1 (W-L-D),Lightweight,"""Black Junior"""
Nursulton Ruziboev,36-9-2 (W-L-D),Middleweight,"""Black"""
Cameron Saaiman,9-3-0 (W-L-D),Bantamweight,"""MSP"""
Danny Sabatello,1-0-0 (W-L-D),Bantamweight,
Pat Sabatini,20-5-0 (W-L-D),Featherweight,
Amir Sadollah,7-5-0 (W-L-D),Welterweight,
Nazim Sadykhov,11-1-1 (W-L-D),Lightweight,"""Black Wolf"""
Frankie Saenz,13-7-0 (W-L-D),Bantamweight,
Saparbeg Safarov,9-3-0 (W-L-D),Middleweight,
Tarec Saffiedine,16-7-0 (W-L-D),Welterweight,"""Sponge"""
Jason Saggo,12-4-0 (W-L-D),Lightweight,
Wang Sai,8-5-1 (W-L-D),Welterweight,"""The Fire Kylin"""
Benoît Saint Denis,14-3-0 (W-L-D),Lightweight,"""God of War"""
Ovince Saint Preux,27-18-0 (W-L-D),Light Heavyweight,
Lukasz Sajewski,13-3-0 (W-L-D),Lightweight,"""Wookiee"""
Augusto Sakai,16-5-1 (W-L-D),Heavyweight,
Alessio Sakara,19-11-0 (W-L-D),Middleweight,"""Legionarius"""
Gokhan Saki,1-2-0 (W-L-D),Light Heavyweight,"""The Rebel"""
Kazushi Sakuraba,26-17-1 (W-L-D),Heavyweight,
